FID,FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,Verdate,Type,Season,ID,Year,Year_Con,Shape__Area,Shape__Length
1023, , ,1999-00 Prescribed Burn,2000/06/07 00:00:00+00,,12.01590063,2046.59954568,26/03/2020,Prescribed Burn,1999-00,1061,1999,1999/01/01 00:00:00+00,120010.38671875,2045.33364733015
1024, , ,1999-00 Prescribed Burn,2000/06/07 00:00:00+00,,11.05166001,1857.1219681,26/03/2020,Prescribed Burn,1999-00,1062,1999,1999/01/01 00:00:00+00,110382.0703125,1855.99125314553
1025, , ,1999-00 Prescribed Burn,2000/03/04 00:00:00+00,,601.19853602,14757.4777448,26/03/2020,Prescribed Burn,1999-00,1063,1999,1999/01/01 00:00:00+00,6019688.37890625,14766.9660790197
1028, , ,1999-00 Prescribed Burn,2000/09/16 00:00:00+00,,111.83426512,11718.6711078,26/03/2020,Prescribed Burn,1999-00,1066,1999,1999/01/01 00:00:00+00,1121431.2265625,11734.8409632509
1029, , ,1999-00 Prescribed Burn,2000/09/16 00:00:00+00,,222.79873778,23319.2704661,26/03/2020,Prescribed Burn,1999-00,1067,1999,1999/01/01 00:00:00+00,2233831.62109375,23349.8854936413
1030, , ,1999-00 Prescribed Burn,2000/09/16 00:00:00+00,,226.94069077,7527.04593735,26/03/2020,Prescribed Burn,1999-00,1068,1999,1999/01/01 00:00:00+00,2275499.3671875,7537.1417272589
1038, ,Chaelundi SWC,1999-00 Prescribed Burn,2000/03/31 00:00:00+00,,217.25935352,6928.76075503,26/03/2020,Prescribed Burn,1999-00,1076,1999,1999/01/01 00:00:00+00,2175061.30859375,6932.69104684039
1064, ,NRRH00006,2000-01 Prescribed Burn,2000/07/18 00:00:00+00,,28.04805525,2461.20947677,26/03/2020,Prescribed Burn,2000-01,1110,2000,2000/01/01 00:00:00+00,281691.296875,2466.5136686162
1065, ,NRRH00005,2000-01 Prescribed Burn,2000/07/20 00:00:00+00,,2.89546879,1498.69287538,26/03/2020,Prescribed Burn,2000-01,1111,2000,2000/01/01 00:00:00+00,20290.234375,1487.52961257531
1066, ,NRRH00018,2000-01 Prescribed Burn,2000/07/26 00:00:00+00,,2.28289331,667.55118047,26/03/2020,Prescribed Burn,2000-01,1112,2000,2000/01/01 00:00:00+00,22909.21875,668.723990059912
1072, , ,2000-01 Prescribed Burn,2000/08/02 00:00:00+00,,415.15972245,27963.5821229,26/03/2020,Prescribed Burn,2000-01,1119,2000,2000/01/01 00:00:00+00,90819.4140625,2771.63093478527
1075,Humbug,MNCH01001,2001-02 Prescribed Burn,2001/07/19 00:00:00+00,,18.52742806,2338.59350972,26/03/2020,Prescribed Burn,2001-02,1124,2001,2001/01/01 00:00:00+00,185055.953125,2337.21481989876
1076,Humbug,MNCH01001,2001-02 Prescribed Burn,2001/07/19 00:00:00+00,,71.76870976,3556.05716807,26/03/2020,Prescribed Burn,2001-02,1125,2001,2001/01/01 00:00:00+00,716845.4296875,3553.97138792005
1077,Humbug,MNCH01001,2001-02 Prescribed Burn,2001/07/19 00:00:00+00,,27.65422685,2540.71614039,26/03/2020,Prescribed Burn,2001-02,1126,2001,2001/01/01 00:00:00+00,276218.796875,2539.22946000026
1078,Humbug,MNCH01001,2001-02 Prescribed Burn,2001/07/19 00:00:00+00,,59.55653281,3021.88452997,26/03/2020,Prescribed Burn,2001-02,1127,2001,2001/01/01 00:00:00+00,594867.16796875,3020.11276501247
1079,Humbug,MNCH01001,2001-02 Prescribed Burn,2001/07/19 00:00:00+00,,26.50897179,2212.01890432,26/03/2020,Prescribed Burn,2001-02,1128,2001,2001/01/01 00:00:00+00,264777.9921875,2210.71803572648
1080,Interface,MNCH01011,2001-02 Prescribed Burn,2001/07/01 00:00:00+00,,4.44958285,981.75141593,26/03/2020,Prescribed Burn,2001-02,1129,2001,2001/01/01 00:00:00+00,44446.58984375,981.2080986844
1081,Interface,MNCH01011,2001-02 Prescribed Burn,2001/07/01 00:00:00+00,,5.65451283,1228.4435271,26/03/2020,Prescribed Burn,2001-02,1130,2001,2001/01/01 00:00:00+00,56482.73828125,1227.76558909931
1082,Long Saddle HR Burn,NCR01,2001-02 Prescribed Burn,2002/05/01 00:00:00+00,,101.20779127,7142.6039378,26/03/2020,Prescribed Burn,2001-02,1131,2001,2001/01/01 00:00:00+00,1012016.07421875,7142.3890927978
1083,Bongil Bongil Strategic HR,NCR01,2001-02 Prescribed Burn,2002/03/28 00:00:00+00,,12.21538387,1504.48063457,26/03/2020,Prescribed Burn,2001-02,1132,2001,2001/01/01 00:00:00+00,122218.74609375,1504.88014513042
1084,Boundary Creek PB area 2,NCR01,2001-02 Prescribed Burn,2001/09/21 00:00:00+00,,107.34285858,6016.07196443,26/03/2020,Prescribed Burn,2001-02,1133,2001,2001/01/01 00:00:00+00,1074060.70703125,6017.84805846263
1085,Perrys Prescribed Burn,NCR01,2001-02 Prescribed Burn,2001/09/13 00:00:00+00,,638.3849755,14995.7547605,26/03/2020,Prescribed Burn,2001-02,1134,2001,2001/01/01 00:00:00+00,6391011.1796875,15004.1794347676
1086,Eblings HR,NCRHO002,2001-02 Prescribed Burn,2001/12/14 00:00:00+00,,189.25389133,9601.444653,26/03/2020,Prescribed Burn,2001-02,1135,2001,2001/01/01 00:00:00+00,1897896.625,9615.02684415417
1087, ,NRRH01035,2001-02 Prescribed Burn,2001/09/11 00:00:00+00,,22.76805993,2002.58551493,26/03/2020,Prescribed Burn,2001-02,1136,2001,2001/01/01 00:00:00+00,228475.59765625,2006.07910570872
1088, ,NRRH01043,2001-02 Prescribed Burn,2001/09/29 00:00:00+00,,70.44386327,4293.95820524,26/03/2020,Prescribed Burn,2001-02,1137,2001,2001/01/01 00:00:00+00,708175.109375,4305.3319041128
1089,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,1.01911347,470.66259243,26/03/2020,Prescribed Burn,2001-02,1138,2001,2001/01/01 00:00:00+00,10206.44140625,471.01593233057
1090,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.91155421,402.81241553,26/03/2020,Prescribed Burn,2001-02,1139,2001,2001/01/01 00:00:00+00,9128.99609375,403.109710075082
1091,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.48098149,363.28696659,26/03/2020,Prescribed Burn,2001-02,1140,2001,2001/01/01 00:00:00+00,4816.82421875,363.551632711057
1092,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.36961302,242.44960655,26/03/2020,Prescribed Burn,2001-02,1141,2001,2001/01/01 00:00:00+00,3701.56640625,242.628065630552
1093,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,1.81872077,624.42694751,26/03/2020,Prescribed Burn,2001-02,1142,2001,2001/01/01 00:00:00+00,18213.68359375,624.881274912851
1094,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.98907963,450.58154007,26/03/2020,Prescribed Burn,2001-02,1143,2001,2001/01/01 00:00:00+00,9905.1953125,450.909560326768
1095,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.12797031,137.32663013,26/03/2020,Prescribed Burn,2001-02,1144,2001,2001/01/01 00:00:00+00,1281.62890625,137.429468441124
1096,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.40789634,238.10213842,26/03/2020,Prescribed Burn,2001-02,1145,2001,2001/01/01 00:00:00+00,4084.9765625,238.277393124471
1097,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.15340394,160.88222946,26/03/2020,Prescribed Burn,2001-02,1146,2001,2001/01/01 00:00:00+00,1536.296875,161.000537468067
1098,Biodiversity research Group HR,NTR01001,2001-02 Prescribed Burn,2001/08/08 00:00:00+00,,0.29779477,221.47866347,26/03/2020,Prescribed Burn,2001-02,1147,2001,2001/01/01 00:00:00+00,2982.27734375,221.639677223015
1099,Petrie HR,NTR01019,2001-02 Prescribed Burn,2001/09/07 00:00:00+00,,124.85857652,6849.42436581,26/03/2020,Prescribed Burn,2001-02,1148,2001,2001/01/01 00:00:00+00,1252757.43359375,6860.85287432259
1100,Grey Street,n/a,2001-02 Prescribed Burn,2001/07/30 00:00:00+00,,2.95129699,687.29217019,26/03/2020,Prescribed Burn,2001-02,1149,2001,2001/01/01 00:00:00+00,29506.87890625,687.221293458966
1101,Deveridges / Dump,n/a,2001-02 Prescribed Burn,2001/07/30 00:00:00+00,,2.55016869,1607.40586932,26/03/2020,Prescribed Burn,2001-02,1150,2001,2001/01/01 00:00:00+00,25495.5859375,1607.21358180101
1102,Cemetary,n/a,2001-02 Prescribed Burn,2001/07/30 00:00:00+00,,3.97685786,1038.97970593,26/03/2020,Prescribed Burn,2001-02,1151,2001,2001/01/01 00:00:00+00,39759.1171875,1038.85625830844
1103, , ,2001-02 Prescribed Burn,2001/10/01 00:00:00+00,,228.07363349,6893.54683445,26/03/2020,Prescribed Burn,2001-02,1152,2001,2001/01/01 00:00:00+00,2286951.171875,6902.93511326199
1104,SF NSW HR burns, ,2001-02 Prescribed Burn,2002/03/01 00:00:00+00,,0.46360802,255.37939316,26/03/2020,Prescribed Burn,2001-02,1156,2001,2001/01/01 00:00:00+00,4629.8984375,255.208958838503
1105,SF NSW HR burns, ,2001-02 Prescribed Burn,2001/10/10 00:00:00+00,,62.61076542,5115.46234856,26/03/2020,Prescribed Burn,2001-02,1157,2001,2001/01/01 00:00:00+00,625010.2734375,5110.97836710713
1106,SF NSW HR burns, ,2001-02 Prescribed Burn,2001/09/12 00:00:00+00,,25.93640929,2041.22857742,26/03/2020,Prescribed Burn,2001-02,1158,2001,2001/01/01 00:00:00+00,258894.82421875,2039.38110793035
1107,SF NSW HR burns, ,2001-02 Prescribed Burn,2002/05/23 00:00:00+00,,115.38124294,6635.42087469,26/03/2020,Prescribed Burn,2001-02,1159,2001,2001/01/01 00:00:00+00,1151730.83984375,6629.43225186517
1115,Boundary Creek PB,NCR01,2001-02 Prescribed Burn,2001/09/21 00:00:00+00,,509.92015487,12071.0359569,26/03/2020,Prescribed Burn,2001-02,1167,2001,2001/01/01 00:00:00+00,5102162.59375,12074.5530138167
1119,Trapyard Road HR,MNCH0220,2001-02 Prescribed Burn,2002/05/10 00:00:00+00,,31.54682192,2678.25983528,26/03/2020,Prescribed Burn,2001-02,1171,2001,2001/01/01 00:00:00+00,314994.05859375,2676.24616362622
1120,Trapyard Road HR,MNCH0220,2001-02 Prescribed Burn,2002/05/10 00:00:00+00,,16.85224717,1711.93657328,26/03/2020,Prescribed Burn,2001-02,1172,2001,2001/01/01 00:00:00+00,168268.12890625,1710.64430077219
1121,Trapyard Road HR,MNCH0220,2001-02 Prescribed Burn,2002/05/10 00:00:00+00,,14.30053622,1764.26204856,26/03/2020,Prescribed Burn,2001-02,1173,2001,2001/01/01 00:00:00+00,142789.88671875,1762.93239870456
1122,Old Bar Road HR,MNCH0221,2001-02 Prescribed Burn,2002/06/27 00:00:00+00,,3.81881946,2600.34679563,26/03/2020,Prescribed Burn,2001-02,1174,2001,2001/01/01 00:00:00+00,38135.3828125,2598.54808719759
1123,Half Chain Road HR,MNCH0222,2001-02 Prescribed Burn,2002/05/23 00:00:00+00,,4.51144754,2132.38885193,26/03/2020,Prescribed Burn,2001-02,1175,2001,2001/01/01 00:00:00+00,45051.4453125,2130.89848482565
1124,Little Murray Hut HR,HUNHO02,2002-03 Prescribed Burn,2002/09/03 00:00:00+00,,0.93113502,656.81805109,26/03/2020,Prescribed Burn,2002-03,1176,2002,2002/01/01 00:00:00+00,9298.296875,656.357701567713
1125,West Fingal HR1,HUNHO02,2002-03 Prescribed Burn,2002/09/09 00:00:00+00,,12.10024022,2594.2638234,26/03/2020,Prescribed Burn,2002-03,1177,2002,2002/01/01 00:00:00+00,120782.8359375,2591.90918525951
1126,North Fingal HR,HUNHO02,2002-03 Prescribed Burn,2002/09/05 00:00:00+00,,6.31274115,1094.77832199,26/03/2020,Prescribed Burn,2002-03,1178,2002,2002/01/01 00:00:00+00,63013.0078125,1093.78585557313
1128,Kooloonbung HR (Area 5),MNCH02,2002-03 Prescribed Burn,2002/07/17 00:00:00+00,,1.09622313,414.7683712,26/03/2020,Prescribed Burn,2002-03,1180,2002,2002/01/01 00:00:00+00,10952.23828125,414.579344161288
1130,Kooloonbung HR (Area 1),MNCH02,2002-03 Prescribed Burn,2002/07/30 00:00:00+00,,21.78331485,3826.83980006,26/03/2020,Prescribed Burn,2002-03,1182,2002,2002/01/01 00:00:00+00,217629.765625,3825.05229222235
1131,Taylors Road HR,MNCH02,2002-03 Prescribed Burn,2002/07/30 00:00:00+00,,215.65373958,6056.59819465,26/03/2020,Prescribed Burn,2002-03,1183,2002,2002/01/01 00:00:00+00,2155355.046875,6054.9392996085
1132,Kooloonbung HR (Area 7),MNCH02,2002-03 Prescribed Burn,2002/07/17 00:00:00+00,,11.6580041,2305.4740696,26/03/2020,Prescribed Burn,2002-03,1184,2002,2002/01/01 00:00:00+00,116474.53515625,2304.43061110455
1133,Blackmans Point HR,MNCH02008,2002-03 Prescribed Burn,2002/08/31 00:00:00+00,,7.80427681,3781.00803781,26/03/2020,Prescribed Burn,2002-03,1185,2002,2002/01/01 00:00:00+00,77976.63671875,3779.40090374282
1134,Humbug HR,MNCH02013,2002-03 Prescribed Burn,2002/07/23 00:00:00+00,,50.44821467,4930.43535751,26/03/2020,Prescribed Burn,2002-03,1186,2002,2002/01/01 00:00:00+00,503893.80078125,4927.55986705279
1135,North MN5 Trail HR,MNCH02016,2002-03 Prescribed Burn,2002/10/01 00:00:00+00,,96.70977675,4266.78175857,26/03/2020,Prescribed Burn,2002-03,1187,2002,2002/01/01 00:00:00+00,966556.828125,4265.58753478243
1136,Upper Gulgo Creek HR,MNCH02016,2002-03 Prescribed Burn,2002/10/01 00:00:00+00,,1.98540176,983.70235681,26/03/2020,Prescribed Burn,2002-03,1188,2002,2002/01/01 00:00:00+00,19843.8671875,983.450882155242
1137,South MN5 Trail HR,MNCH02016,2002-03 Prescribed Burn,2002/10/01 00:00:00+00,,57.90667845,3516.70482236,26/03/2020,Prescribed Burn,2002-03,1189,2002,2002/01/01 00:00:00+00,578738.32421875,3515.70771679075
1138,Upper Gulgo Creek HR,MNCH02016,2002-03 Prescribed Burn,2002/10/01 00:00:00+00,,39.22981771,3707.98081007,26/03/2020,Prescribed Burn,2002-03,1190,2002,2002/01/01 00:00:00+00,392092.55859375,3707.00899070602
1139,North Purchase Road HR,MNCH02016,2002-03 Prescribed Burn,2002/10/01 00:00:00+00,,135.46432545,5639.94744634,26/03/2020,Prescribed Burn,2002-03,1191,2002,2002/01/01 00:00:00+00,1353863.75390625,5638.32498070583
1140,Upper Gulgo Creek HR,MNCH02016,2002-03 Prescribed Burn,2002/07/30 00:00:00+00,,483.77373858,13183.9055408,26/03/2020,Prescribed Burn,2002-03,1192,2002,2002/01/01 00:00:00+00,4835184.375,13180.4173661012
1145,Aberfoyle HR Burn,NCRH02050,2002-03 Prescribed Burn,2002/07/04 00:00:00+00,,4076.88719239,50625.2968262,26/03/2020,Prescribed Burn,2002-03,1197,2002,2002/01/01 00:00:00+00,40811243.4140625,50651.5317575508
1147,Myall Gorge HR Burn,NTRH02,2002-03 Prescribed Burn,2002/09/05 00:00:00+00,,139.3049292,19724.7028377,26/03/2020,Prescribed Burn,2002-03,1199,2002,2002/01/01 00:00:00+00,1391748.8828125,19715.5259704699
1148,Fairy Valley HR,NTRH02009,2002-03 Prescribed Burn,2002/08/06 00:00:00+00,,5.10033532,933.276757,26/03/2020,Prescribed Burn,2002-03,1200,2002,2002/01/01 00:00:00+00,51206.94921875,935.137579652133
1149,Fairy Valley HR,NTRH02009,2002-03 Prescribed Burn,2002/08/06 00:00:00+00,,476.53596389,10352.1115094,26/03/2020,Prescribed Burn,2002-03,1201,2002,2002/01/01 00:00:00+00,4784249.30859375,10372.6137943839
1150,Mummel Gulf NP HR Block 2,NTRH02010,2002-03 Prescribed Burn,2002/08/05 00:00:00+00,,103.35060185,5480.45225674,26/03/2020,Prescribed Burn,2002-03,1202,2002,2002/01/01 00:00:00+00,1032780.203125,5478.52609935299
1151,Mummel Gulf NP HR Block 3,NTRH02012,2002-03 Prescribed Burn,2002/08/12 00:00:00+00,,178.25814371,25034.9237541,26/03/2020,Prescribed Burn,2002-03,1203,2002,2002/01/01 00:00:00+00,1781417.61328125,25026.6917034648
1154,SF NSW HR burns, ,2002-03 Prescribed Burn,2002/08/14 00:00:00+00,,680.75413458,21526.3212576,26/03/2020,Prescribed Burn,2002-03,1208,2002,2002/01/01 00:00:00+00,6797200.88671875,21509.945257981
1155,SF NSW HR burns, ,2002-03 Prescribed Burn,2002/09/24 00:00:00+00,,137.02711396,6565.37421331,26/03/2020,Prescribed Burn,2002-03,1209,2002,2002/01/01 00:00:00+00,1367862.50390625,6559.60153863483
1156,Thunderbolts,NTR03029HR,2002-03 Prescribed Burn,2003/05/14 00:00:00+00,,57.78996835,4633.50997979,26/03/2020,Prescribed Burn,2002-03,1210,2002,2002/01/01 00:00:00+00,579502.6796875,4639.92671607875
1157,Booth's,NTRH02008,2002-03 Prescribed Burn,2002/08/01 00:00:00+00,,61.75553628,5675.37955747,26/03/2020,Prescribed Burn,2002-03,1211,2002,2002/01/01 00:00:00+00,617578.5390625,5675.48706651295
1158, , ,2002-03 Prescribed Burn,2002/09/01 00:00:00+00,,0.7412192,490.67322153,26/03/2020,Prescribed Burn,2002-03,1212,2002,2002/01/01 00:00:00+00,6516.359375,428.437381132096
1159, , ,2002-03 Prescribed Burn,2002/09/01 00:00:00+00,,2.60791768,800.88754522,26/03/2020,Prescribed Burn,2002-03,1213,2002,2002/01/01 00:00:00+00,26031.84765625,800.160403103631
1160,Sector A for State Forests, ,2002-03 Prescribed Burn,2003/05/03 00:00:00+00,,245.93624433,8162.8966874,26/03/2020,Prescribed Burn,2002-03,1214,2002,2002/01/01 00:00:00+00,2455011.4921875,8155.67316617204
1162,Nerong HR,HUN03001HR,2002-03 Prescribed Burn,2003/06/09 00:00:00+00,,40.53681467,2846.02493614,26/03/2020,Prescribed Burn,2002-03,1216,2002,2002/01/01 00:00:00+00,404670.3359375,2843.57408073336
1163,Myall Depot HR,HUN03002HR,2002-03 Prescribed Burn,2003/04/22 00:00:00+00,,9.46307805,1314.73074232,26/03/2020,Prescribed Burn,2002-03,1217,2002,2002/01/01 00:00:00+00,94468.08203125,1313.59991263183
1166,Towiakh North Block,MNC0103,2003-04 Prescribed Burn,2003/09/09 00:00:00+00,,18.57951715,1716.01361255,26/03/2020,Prescribed Burn,2003-04,1220,2003,2003/01/01 00:00:00+00,185548.9375,1714.87600160093
1167,Towiakh North Block,MNC0103,2003-04 Prescribed Burn,2003/09/09 00:00:00+00,,3.41224254,994.23746189,26/03/2020,Prescribed Burn,2003-04,1221,2003,2003/01/01 00:00:00+00,34077.11328125,993.577500803534
1168,Eastern Boundary Trail,MNC0203,2003-04 Prescribed Burn,2003/09/05 00:00:00+00,,7.18541316,3575.17566505,26/03/2020,Prescribed Burn,2003-04,1222,2003,2003/01/01 00:00:00+00,71754.22265625,3572.68961784695
1169,Ramseys Road,MNC0403,2003-04 Prescribed Burn,2003/09/07 00:00:00+00,,0.66192372,830.09485685,26/03/2020,Prescribed Burn,2003-04,1223,2003,2003/01/01 00:00:00+00,6609.96875,829.513457248903
1170,Ramseys Road,MNC0403,2003-04 Prescribed Burn,2003/09/07 00:00:00+00,,0.0001543,17.49359998,26/03/2020,Prescribed Burn,2003-04,1224,2003,2003/01/01 00:00:00+00,1.54296875,17.4813298330277
1171,Ramseys Road,MNC0403,2003-04 Prescribed Burn,2003/09/07 00:00:00+00,,6.00380512,3815.26687969,26/03/2020,Prescribed Burn,2003-04,1225,2003,2003/01/01 00:00:00+00,59954.17578125,3812.60127615081
1172,Water Tower,MNC0503,2003-04 Prescribed Burn,2003/09/06 00:00:00+00,,53.67066449,4430.29424567,26/03/2020,Prescribed Burn,2003-04,1226,2003,2003/01/01 00:00:00+00,535963.51953125,4427.2254028733
1173,Old Soldiers Road,MNC0703,2003-04 Prescribed Burn,2003/09/11 00:00:00+00,,31.82691384,2728.66817085,26/03/2020,Prescribed Burn,2003-04,1227,2003,2003/01/01 00:00:00+00,317812.07421875,2726.70817590243
1174,South Bears Road,MNC1303,2003-04 Prescribed Burn,2003/08/21 00:00:00+00,,411.19738505,12108.7061323,26/03/2020,Prescribed Burn,2003-04,1228,2003,2003/01/01 00:00:00+00,4109853.796875,12105.5906759537
1175,Primary School HR,MNC1603,2003-04 Prescribed Burn,2003/08/05 00:00:00+00,,0.95470422,516.59549588,26/03/2020,Prescribed Burn,2003-04,1229,2003,2003/01/01 00:00:00+00,9536.57421875,516.312227821509
1176,Primary School HR,MNC1603,2003-04 Prescribed Burn,2003/08/05 00:00:00+00,,2.55369105,768.52964059,26/03/2020,Prescribed Burn,2003-04,1230,2003,2003/01/01 00:00:00+00,25508.8203125,768.107022174726
1177,Blackbutt,MNC1703,2003-04 Prescribed Burn,2003/08/08 00:00:00+00,,39.16736059,2756.20671891,26/03/2020,Prescribed Burn,2003-04,1231,2003,2003/01/01 00:00:00+00,391226.98828125,2754.63472808887
1178,Blackbutt,MNC1703,2003-04 Prescribed Burn,2003/08/07 00:00:00+00,,179.18928369,6690.47432264,26/03/2020,Prescribed Burn,2003-04,1232,2003,2003/01/01 00:00:00+00,1789844.92578125,6686.65016403504
1179,Scrub Rd,MNC1803,2003-04 Prescribed Burn,2003/09/06 00:00:00+00,,23.42776394,6715.16551682,26/03/2020,Prescribed Burn,2003-04,1233,2003,2003/01/01 00:00:00+00,234057.18359375,6712.00290015683
1180,Whites Trail (area 2),MNC2203,2003-04 Prescribed Burn,2003/07/10 00:00:00+00,,82.58161097,6628.13884631,26/03/2020,Prescribed Burn,2003-04,1234,2003,2003/01/01 00:00:00+00,824993.0859375,6624.83755263529
1181,Whites Trail (area 3),MNC2203,2003-04 Prescribed Burn,2003/09/02 00:00:00+00,,42.43292704,5260.53956653,26/03/2020,Prescribed Burn,2003-04,1235,2003,2003/01/01 00:00:00+00,423905.1484375,5257.91297751241
1182,Collomatti Creek,NCRH03,2003-04 Prescribed Burn,2003/08/07 00:00:00+00,,136.38347572,5914.01300318,26/03/2020,Prescribed Burn,2003-04,1236,2003,2003/01/01 00:00:00+00,1363565.94140625,5913.43007018693
1183,Platypus Flat,NCRH03,2003-04 Prescribed Burn,2003/08/29 00:00:00+00,,241.45123615,11129.0618914,26/03/2020,Prescribed Burn,2003-04,1237,2003,2003/01/01 00:00:00+00,2416736.578125,11134.2071166796
1184,Ennis Road,NCRH03,2003-04 Prescribed Burn,2003/07/31 00:00:00+00,,154.96574467,10379.2447169,26/03/2020,Prescribed Burn,2003-04,1238,2003,2003/01/01 00:00:00+00,1549444.53515625,10378.5399250341
1185,Mungay Creek,NCRH03,2003-04 Prescribed Burn,2003/08/07 00:00:00+00,,23.49529018,1912.41999626,26/03/2020,Prescribed Burn,2003-04,1239,2003,2003/01/01 00:00:00+00,234902.0859375,1912.21321045347
1186,Wooli,NCRH03,2003-04 Prescribed Burn,2003/08/29 00:00:00+00,,94.49477586,5582.1593354,26/03/2020,Prescribed Burn,2003-04,1240,2003,2003/01/01 00:00:00+00,946457.3515625,5586.61389260196
1187,Minnie Waters,NCRH03,2003-04 Prescribed Burn,2003/08/28 00:00:00+00,,20.361746,3955.03569935,26/03/2020,Prescribed Burn,2003-04,1241,2003,2003/01/01 00:00:00+00,203974.15234375,3958.50279615742
1188,My Lindsay SWCZ,NRRH03001,2003-04 Prescribed Burn,2003/08/01 00:00:00+00,,16.26024239,5286.26312535,26/03/2020,Prescribed Burn,2003-04,1242,2003,2003/01/01 00:00:00+00,136929.26953125,5241.4203068262
1189,Palen Creek SWCZ,NRRH03002,2003-04 Prescribed Burn,2003/08/22 00:00:00+00,,37.44579826,5198.62207414,26/03/2020,Prescribed Burn,2003-04,1243,2003,2003/01/01 00:00:00+00,375694.859375,5208.94616698748
1190,Wild Cattle Grass,NRRH03003,2003-04 Prescribed Burn,2003/08/22 00:00:00+00,,6.04992533,1041.98874068,26/03/2020,Prescribed Burn,2003-04,1244,2003,2003/01/01 00:00:00+00,60814.875,1044.70307342978
1191,Wild Cattle Grass,NRRH03003,2003-04 Prescribed Burn,2003/08/22 00:00:00+00,,29.96505859,2173.93726059,26/03/2020,Prescribed Burn,2003-04,1245,2003,2003/01/01 00:00:00+00,301216.77734375,2179.61122223573
1192,Wild Cattle Grass,NRRH03003,2003-04 Prescribed Burn,2003/08/22 00:00:00+00,,62.86265195,3871.610865,26/03/2020,Prescribed Burn,2003-04,1246,2003,2003/01/01 00:00:00+00,631888.04296875,3881.6418802771
1193,Mount Gipps,NRRH03004,2003-04 Prescribed Burn,2003/08/28 00:00:00+00,,12.61017298,3174.75395999,26/03/2020,Prescribed Burn,2003-04,1247,2003,2003/01/01 00:00:00+00,126141.10546875,3180.87674911108
1194,Booroolong,NT,2003-04 Prescribed Burn,2003/09/15 00:00:00+00,,45.83923721,2969.80867422,26/03/2020,Prescribed Burn,2003-04,1248,2003,2003/01/01 00:00:00+00,458698.453125,2970.79899370506
1195,Miller,NT,2003-04 Prescribed Burn,2003/11/06 00:00:00+00,,8.87255482,1310.98581959,26/03/2020,Prescribed Burn,2003-04,1249,2003,2003/01/01 00:00:00+00,88969.15234375,1312.78431690543
1196,Coolatai,NT03021,2003-04 Prescribed Burn,2003/12/08 00:00:00+00,,0.96946582,381.87632454,26/03/2020,Prescribed Burn,2003-04,1250,2003,2003/01/01 00:00:00+00,9721.4140625,382.402790348945
1197,Ridgelines,NTR03031,2003-04 Prescribed Burn,2004/03/23 00:00:00+00,,551.83961017,22184.6102258,26/03/2020,Prescribed Burn,2003-04,1251,2003,2003/01/01 00:00:00+00,5534401.21875,22216.780479462
1198,Ridgelines,NTR03031,2003-04 Prescribed Burn,2004/03/23 00:00:00+00,,186.13873222,11916.1118511,26/03/2020,Prescribed Burn,2003-04,1252,2003,2003/01/01 00:00:00+00,1866735.84765625,11933.2069946672
1199,Butler,NTR03032,2003-04 Prescribed Burn,2004/04/15 00:00:00+00,,335.6040814,13714.5426186,26/03/2020,Prescribed Burn,2003-04,1253,2003,2003/01/01 00:00:00+00,3365162.24609375,13733.2151480275
1200,Bindarri,NC,2003-04 Prescribed Burn,2004/05/07 00:00:00+00,,7.13764432,1177.58861091,26/03/2020,Prescribed Burn,2003-04,1254,2003,2003/01/01 00:00:00+00,71436.85546875,1178.08705581728
1201,Bindarri,NC,2003-04 Prescribed Burn,2004/05/07 00:00:00+00,,21.44173803,3005.80357594,26/03/2020,Prescribed Burn,2003-04,1255,2003,2003/01/01 00:00:00+00,214594.01171875,3007.04065248429
1202,Bindarri,NC,2003-04 Prescribed Burn,2004/05/07 00:00:00+00,,22.07945062,2435.29560133,26/03/2020,Prescribed Burn,2003-04,1256,2003,2003/01/01 00:00:00+00,220971.62890625,2436.27165413899
1203, ,HUN,2003-04 Prescribed Burn,2004/03/31 00:00:00+00,,36.79571464,3834.86112694,26/03/2020,Prescribed Burn,2003-04,1257,2003,2003/01/01 00:00:00+00,367510.59765625,3832.53669201718
1204, ,HUN,2003-04 Prescribed Burn,2004/03/30 00:00:00+00,,16.8050537,2069.20012307,26/03/2020,Prescribed Burn,2003-04,1258,2003,2003/01/01 00:00:00+00,167852.54296875,2067.98007219424
